,sub_specie,endangered,claw_length_cm,size_cm,tail_length_cm,weight_kg
1717,Brown-throated sloth,least_concern,7.055,59.982,5.033,2.878
1718,Brown-throated sloth,least_concern,5.568,58.473,5.918,3.676
1719,Brown-throated sloth,least_concern,6.474,62.743,6.577,2.75
1720,Brown-throated sloth,least_concern,7.626,61.38,5.978,5.667
1721,Brown-throated sloth,least_concern,7.646,63.65,5.699,3.471
1722,Brown-throated sloth,least_concern,7.842,60.437,6.636,4.153
1723,Brown-throated sloth,least_concern,7.519,60.367,5.485,5.948
1724,Brown-throated sloth,least_concern,7.728,62.311,5.507,4.114
1725,Brown-throated sloth,least_concern,6.347,62.075,5.265,4.431
1726,Brown-throated sloth,least_concern,6.185,61.476,5.453,4.326
1727,Brown-throated sloth,least_concern,8.164,61.97,2.572,4.944
1728,Brown-throated sloth,least_concern,9.01,59.053,5.502,5.624
1729,Brown-throated sloth,least_concern,8.167,60.818,6.247,4.076
1730,Brown-throated sloth,least_concern,7.843,62.206,5.36,3.608
1731,Brown-throated sloth,least_concern,8.798,62.316,7.141,2.398
1732,Brown-throated sloth,least_concern,7.172,61.73,6.591,4.465
1733,Brown-throated sloth,least_concern,7.217,62.505,7.263,3.682
1734,Brown-throated sloth,least_concern,9.265,61.583,5.274,4.437
1735,Brown-throated sloth,least_concern,9.437,61.27,7.801,3.447
1736,Brown-throated sloth,least_concern,7.216,62.561,4.537,4.06
1737,Brown-throated sloth,least_concern,5.236,60.991,5.134,4.497
1738,Brown-throated sloth,least_concern,8.097,60.338,6.184,5.861
1739,Brown-throated sloth,least_concern,6.143,61.945,6.343,2.676
1740,Brown-throated sloth,least_concern,6.631,60.351,4.748,4.52
1741,Brown-throated sloth,least_concern,8.14,59.322,8.217,5.312
1742,Brown-throated sloth,least_concern,6.545,61.165,4.551,5.859
1743,Brown-throated sloth,least_concern,9.554,61.609,4.795,3.643
1744,Brown-throated sloth,least_concern,8.201,61.713,5.402,6.383
1745,Brown-throated sloth,least_concern,7.913,61.39,7.362,4.277
1746,Brown-throated sloth,least_concern,8.118,61.736,5.658,5.451
1747,Brown-throated sloth,least_concern,5.959,62.184,4.717,5.937
1748,Brown-throated sloth,least_concern,6.934,60.324,4.864,4.25
1749,Brown-throated sloth,least_concern,7.387,60.343,6.322,4.648
1750,Brown-throated sloth,least_concern,7.301,60.458,5.824,3.165
1751,Brown-throated sloth,least_concern,6.407,60.477,5.58,3.684
1752,Brown-throated sloth,least_concern,5.425,60.715,7.943,4.397
1753,Brown-throated sloth,least_concern,8.192,61.739,3.334,6.039
1754,Brown-throated sloth,least_concern,5.268,59.998,6.167,5.313
1755,Brown-throated sloth,least_concern,9.252,60.262,5.43,2.831
1756,Brown-throated sloth,least_concern,7.749,59.933,6.33,3.815
1757,Brown-throated sloth,least_concern,7.418,61.578,6.134,5.728
1758,Brown-throated sloth,least_concern,7.939,60.363,5.881,4.942
1759,Brown-throated sloth,least_concern,8.617,61.588,5.291,6.6
1760,Brown-throated sloth,least_concern,7.032,61.183,5.817,4.118
1761,Brown-throated sloth,least_concern,5.169,59.888,4.219,5.85
1762,Brown-throated sloth,least_concern,7.62,61.197,5.625,4.194
1763,Brown-throated sloth,least_concern,5.528,62.158,5.739,4.634
1764,Brown-throated sloth,least_concern,7.83,59.516,7.238,2.106
1765,Brown-throated sloth,least_concern,7.664,59.567,3.538,4.316
1766,Brown-throated sloth,least_concern,6.775,60.759,5.512,5.137
1767,Brown-throated sloth,least_concern,9.045,60.409,5.53,3.463
1768,Brown-throated sloth,least_concern,9.271,61.652,4.665,3.495
1769,Brown-throated sloth,least_concern,8.891,60.72,5.547,5.823
1770,Brown-throated sloth,least_concern,8.172,61.036,6.742,3.609
1771,Brown-throated sloth,least_concern,5.737,62.094,6.072,4.353
1772,Brown-throated sloth,least_concern,7.892,62.676,5.72,3.617
1773,Brown-throated sloth,least_concern,7.425,61.911,6.894,6.534
1774,Brown-throated sloth,least_concern,8.075,61.447,5.509,3.28
1775,Brown-throated sloth,least_concern,6.985,61.708,6.661,5.03
1776,Brown-throated sloth,least_concern,6.823,60.627,6.736,2.001
1777,Brown-throated sloth,least_concern,7.952,62.349,4.842,5.816
1778,Brown-throated sloth,least_concern,8.148,60.31,5.762,5.045
1779,Brown-throated sloth,least_concern,8.119,60.964,6.572,6.015
1780,Brown-throated sloth,least_concern,9.999,59.218,6.981,3.511
1781,Brown-throated sloth,least_concern,9.555,61.791,4.283,5.382
1782,Brown-throated sloth,least_concern,8.519,62.006,5.537,4.716
1783,Brown-throated sloth,least_concern,7.667,60.259,5.406,3.764
1784,Brown-throated sloth,least_concern,6.668,61.294,5.575,4.237
1785,Brown-throated sloth,least_concern,6.222,60.773,7.073,5.985
1786,Brown-throated sloth,least_concern,6.158,60.655,6.412,2.948
1787,Brown-throated sloth,least_concern,7.946,60.218,4.539,4.75
1788,Brown-throated sloth,least_concern,7.325,61.677,5.981,5.668
1789,Brown-throated sloth,least_concern,7.452,61.617,6.589,2.949
1790,Brown-throated sloth,least_concern,6.733,62.863,5.402,3.421
1791,Brown-throated sloth,least_concern,8.006,61.687,6.949,3.557
1792,Brown-throated sloth,least_concern,8.743,60.841,7.611,2.974
1793,Brown-throated sloth,least_concern,8.385,61.469,6.528,6.049
1794,Brown-throated sloth,least_concern,7.111,61.293,5.835,5.619
1795,Brown-throated sloth,least_concern,7.325,60.732,5.003,4.092
1796,Brown-throated sloth,least_concern,7.379,61.907,3.887,5.12
1797,Brown-throated sloth,least_concern,5.788,60.964,6.478,3.029
1798,Brown-throated sloth,least_concern,9.519,59.94,6.637,4.351
1799,Brown-throated sloth,least_concern,7.247,61.451,5.885,3.671
1800,Brown-throated sloth,least_concern,7.456,61.855,4.585,5.479
1801,Brown-throated sloth,least_concern,7.797,62.357,6.214,3.511
1802,Brown-throated sloth,least_concern,6.912,62.704,6.019,4.331
1803,Brown-throated sloth,least_concern,6.317,61.245,6.472,5.247
1804,Brown-throated sloth,least_concern,6.969,60.8,5.739,6.653
1805,Brown-throated sloth,least_concern,6.289,62.611,7.233,4.817
1806,Brown-throated sloth,least_concern,6.76,60.774,6.268,3.795
1807,Brown-throated sloth,least_concern,6.424,61.787,5.161,3.192
1808,Brown-throated sloth,least_concern,5.559,62.047,4.653,5.865
1809,Brown-throated sloth,least_concern,8.123,60.39,6.039,4.241
1810,Brown-throated sloth,least_concern,7.629,63.604,4.892,3.33
1811,Brown-throated sloth,least_concern,7.323,60.137,4.563,4.182
1812,Brown-throated sloth,least_concern,7.427,60.521,6.508,4.933
1813,Brown-throated sloth,least_concern,7.231,60.724,5.593,4.935
1814,Brown-throated sloth,least_concern,7.351,62.017,7.492,2.666
1815,Brown-throated sloth,least_concern,7.291,61.184,4.914,4.79
1816,Brown-throated sloth,least_concern,8.558,59.953,3.39,5.851
1817,Brown-throated sloth,least_concern,7.566,62.78,7.236,4.607
1818,Brown-throated sloth,least_concern,8.886,62.309,7.427,4.512
1819,Brown-throated sloth,least_concern,7.111,62.94,6.956,4.571
1820,Brown-throated sloth,least_concern,7.218,61.372,4.587,4.759
1821,Brown-throated sloth,least_concern,8.134,61.546,4.967,3.156
1822,Brown-throated sloth,least_concern,8.755,61.392,4.848,4.957
1823,Brown-throated sloth,least_concern,6.278,60.378,5.492,4.709
1824,Brown-throated sloth,least_concern,8.037,60.153,6.141,2.453
1825,Brown-throated sloth,least_concern,9.144,59.786,5.715,3.783
1826,Brown-throated sloth,least_concern,8.059,61.099,6.17,3.826
1827,Brown-throated sloth,least_concern,6.918,62.122,6.582,4.48
1828,Brown-throated sloth,least_concern,5.178,61.555,5.419,4.55
1829,Brown-throated sloth,least_concern,9.174,61.319,5.103,5.518
1830,Brown-throated sloth,least_concern,8.236,61.564,4.936,4.177
1831,Brown-throated sloth,least_concern,8.823,61.401,6.817,3.025
1832,Brown-throated sloth,least_concern,8.72,62.674,5.656,7.2
1833,Brown-throated sloth,least_concern,7.758,59.912,4.153,3.038
1834,Brown-throated sloth,least_concern,7.829,59.714,4.62,3.756
1835,Brown-throated sloth,least_concern,8.974,60.754,4.641,4.202
1836,Brown-throated sloth,least_concern,7.364,61.738,4.177,2.927
1837,Brown-throated sloth,least_concern,7.943,62.032,4.635,3.723
1838,Brown-throated sloth,least_concern,4.861,62.09,5.682,5.872
1839,Brown-throated sloth,least_concern,6.331,61.414,7.455,5.226
1840,Brown-throated sloth,least_concern,6.775,60.901,5.478,5.004
1841,Brown-throated sloth,least_concern,8.195,59.747,6.804,4.186
1842,Brown-throated sloth,least_concern,7.881,61.388,6.131,4.585
1843,Brown-throated sloth,least_concern,8.458,61.774,5.021,3.289
1844,Brown-throated sloth,least_concern,6.919,62.837,5.934,3.702
1845,Brown-throated sloth,least_concern,7.731,61.226,6.339,4.367
1846,Brown-throated sloth,least_concern,7.035,61.808,6.063,3.201
1847,Brown-throated sloth,least_concern,5.365,60.961,7.553,4.495
1848,Brown-throated sloth,least_concern,6.672,60.248,6.955,4.505
1849,Brown-throated sloth,least_concern,8.977,60.499,6.208,3.958
1850,Brown-throated sloth,least_concern,7.653,58.596,5.831,3.968
1851,Brown-throated sloth,least_concern,8.626,61.244,6.291,4.096
1852,Brown-throated sloth,least_concern,7.975,60.205,5.275,4.461
1853,Brown-throated sloth,least_concern,7.018,60.667,6.113,6.33
1854,Brown-throated sloth,least_concern,7.443,61.373,4.707,4.711
1855,Brown-throated sloth,least_concern,5.509,59.949,5.232,4.118
1856,Brown-throated sloth,least_concern,8.296,62.172,5.031,4.328
1857,Brown-throated sloth,least_concern,6.14,61.415,7.089,5.455
1858,Brown-throated sloth,least_concern,7.185,62.002,6.752,5.759
1859,Brown-throated sloth,least_concern,8.186,59.22,6.185,4.709
1860,Brown-throated sloth,least_concern,8.079,61.19,4.797,4.507
1861,Brown-throated sloth,least_concern,7.152,60.009,4.327,4.566
1862,Brown-throated sloth,least_concern,9.215,59.996,4.691,5.591
1863,Brown-throated sloth,least_concern,7.753,58.663,5.344,4.25
1864,Brown-throated sloth,least_concern,7.876,61.149,5.207,5.319
1865,Brown-throated sloth,least_concern,8.544,61.756,5.082,2.865
1866,Brown-throated sloth,least_concern,6.771,59.362,4.981,3.329
1867,Brown-throated sloth,least_concern,7.443,61.806,7.598,6.176
1868,Brown-throated sloth,least_concern,7.467,60.116,3.918,2.951
1869,Brown-throated sloth,least_concern,8.193,63.468,6.289,4.19
1870,Brown-throated sloth,least_concern,8.082,61.721,6.047,3.865
1871,Brown-throated sloth,least_concern,7.104,61.135,6.631,4.045
1872,Brown-throated sloth,least_concern,7.049,61.833,2.962,4.171
1873,Brown-throated sloth,least_concern,5.936,62.728,6.41,5.261
1874,Brown-throated sloth,least_concern,8.333,59.972,5.72,4.592
1875,Brown-throated sloth,least_concern,7.547,62.51,5.347,3.922
1876,Brown-throated sloth,least_concern,9.39,60.562,5.784,3.352
1877,Brown-throated sloth,least_concern,7.138,61.978,6.871,4.118
1878,Brown-throated sloth,least_concern,5.498,60.605,5.456,4.336
1879,Brown-throated sloth,least_concern,7.562,60.356,5.598,3.347
1880,Brown-throated sloth,least_concern,8.172,60.63,5.421,3.934
1881,Brown-throated sloth,least_concern,5.997,60.495,6.451,3.589
1882,Brown-throated sloth,least_concern,7.347,62.306,6.613,4.687
1883,Brown-throated sloth,least_concern,7.253,60.862,3.841,5.761
1884,Brown-throated sloth,least_concern,7.34,61.692,5,3.758
1885,Brown-throated sloth,least_concern,8.361,62.029,5.087,4.293
1886,Brown-throated sloth,least_concern,7.628,62.764,6.903,4.653
1887,Brown-throated sloth,least_concern,7.288,59.573,4.429,4.527
1888,Brown-throated sloth,least_concern,7.154,60.679,6.262,4.367
1889,Brown-throated sloth,least_concern,8.045,59.825,6.524,4.521
1890,Brown-throated sloth,least_concern,7.36,60.783,4.847,4.239
1891,Brown-throated sloth,least_concern,8.852,61.368,4.389,3.959
1892,Brown-throated sloth,least_concern,6.803,60.119,5.784,3.199
1893,Brown-throated sloth,least_concern,8.469,59.789,5.006,5.281
1894,Brown-throated sloth,least_concern,6.308,61.638,4.812,3.72
1895,Brown-throated sloth,least_concern,7.587,60.6,4.899,4.534
1896,Brown-throated sloth,least_concern,7.996,62.558,6.192,4.527
1897,Brown-throated sloth,least_concern,6.89,59.436,4.994,3.106
1898,Brown-throated sloth,least_concern,8.695,61.582,4.233,4.45
1899,Brown-throated sloth,least_concern,5.644,61.021,5.626,5.056
1900,Brown-throated sloth,least_concern,8.638,63.225,4.873,4.212
1901,Brown-throated sloth,least_concern,7.706,61.497,5.595,5.428
1902,Brown-throated sloth,least_concern,9.097,60.07,5.749,4.687
1903,Brown-throated sloth,least_concern,8.146,61.226,5.037,3.036
1904,Brown-throated sloth,least_concern,7.263,61.836,4.8,4.187
1905,Brown-throated sloth,least_concern,7.304,60.32,6.191,4.674
1906,Brown-throated sloth,least_concern,6.448,62.471,6.981,4.007
1907,Brown-throated sloth,least_concern,6.9,61.656,5.749,6.23
1908,Brown-throated sloth,least_concern,8.004,61.36,6.06,3.996
1909,Brown-throated sloth,least_concern,10.198,61.07,7.585,3.037
1910,Brown-throated sloth,least_concern,6.618,60.915,3.331,4.142
1911,Brown-throated sloth,least_concern,6.813,59.674,6.83,3.544
1912,Brown-throated sloth,least_concern,5.735,59.275,3.537,6.138
1913,Brown-throated sloth,least_concern,7.178,60.39,7.655,4.877
1914,Brown-throated sloth,least_concern,6.902,60.953,6.503,5.538
1915,Brown-throated sloth,least_concern,7.82,60.849,4.71,4.129
1916,Brown-throated sloth,least_concern,8.174,60.633,5.989,4.674
1917,Brown-throated sloth,least_concern,7.891,60.287,6.606,4.828
1918,Brown-throated sloth,least_concern,6.67,61.554,5.912,5.724
1919,Brown-throated sloth,least_concern,7.574,60.244,6.502,4.053
1920,Brown-throated sloth,least_concern,9.003,61.055,4.888,4.301
1921,Brown-throated sloth,least_concern,8.895,60.858,5.218,4.046
1922,Brown-throated sloth,least_concern,7.196,60.732,6.289,5.581
1923,Brown-throated sloth,least_concern,8.589,61.613,7.031,2.656
1924,Brown-throated sloth,least_concern,6.784,61.222,5.432,4.113
1925,Brown-throated sloth,least_concern,9.139,62.715,4.911,4.301
1926,Brown-throated sloth,least_concern,7.704,61.642,2.335,3.966
1927,Brown-throated sloth,least_concern,6.548,61.997,4.902,5.042
1928,Brown-throated sloth,least_concern,6.818,61.898,5.696,5.09
1929,Brown-throated sloth,least_concern,6.932,60.995,5.427,5.84
1930,Brown-throated sloth,least_concern,7.009,61.032,4.886,6.359
1931,Brown-throated sloth,least_concern,6.435,59.997,7.027,3.905
1932,Brown-throated sloth,least_concern,6.539,60.373,6.023,4.352
1933,Brown-throated sloth,least_concern,9.091,59.914,6.145,2.147
1934,Brown-throated sloth,least_concern,7.548,60.381,5.937,4.692
1935,Brown-throated sloth,least_concern,7.708,61.483,6.04,3.801
1936,Brown-throated sloth,least_concern,8.517,61.044,7.13,5.273
1937,Brown-throated sloth,least_concern,7.437,60.001,5.633,4.084
1938,Brown-throated sloth,least_concern,7.87,61.559,5.568,3.614
1939,Brown-throated sloth,least_concern,7.845,60.225,5.695,4.116
1940,Brown-throated sloth,least_concern,8.487,63.183,5.398,4.604
1941,Brown-throated sloth,least_concern,7.969,60.952,4.844,4.566
1942,Brown-throated sloth,least_concern,6.545,60.044,4.02,2.595
1943,Brown-throated sloth,least_concern,6.87,60.115,4.956,3.014
1944,Brown-throated sloth,least_concern,7.231,61.014,5.249,4.102
1945,Brown-throated sloth,least_concern,6.397,60.388,6.534,5.188
1946,Brown-throated sloth,least_concern,8.217,61.551,3.397,4.925
1947,Brown-throated sloth,least_concern,7.554,61.611,5.581,4.238
1948,Brown-throated sloth,least_concern,6.411,59.55,3.772,3.832
1949,Brown-throated sloth,least_concern,7.841,62.059,6.864,3.47
1950,Brown-throated sloth,least_concern,7.216,61.089,5.107,4.907
1951,Brown-throated sloth,least_concern,7.109,61.826,4.05,4.083
1952,Brown-throated sloth,least_concern,6.894,61.408,7.546,3.601
1953,Brown-throated sloth,least_concern,8.838,62.637,4.535,4.667
1954,Brown-throated sloth,least_concern,7.92,62.575,4.322,4.073
1955,Brown-throated sloth,least_concern,6.028,60.342,8.453,3.499
1956,Brown-throated sloth,least_concern,8.487,59.314,6.184,3.952
1957,Brown-throated sloth,least_concern,6.862,59.867,6.92,4.214
1958,Brown-throated sloth,least_concern,7.073,59.775,5.481,4.214
1959,Brown-throated sloth,least_concern,8.491,61.379,5.107,5.072
1960,Brown-throated sloth,least_concern,7.374,60.122,4.166,3.133
1961,Brown-throated sloth,least_concern,5.837,63.467,5.343,3.364
1962,Brown-throated sloth,least_concern,7.649,61.766,5.324,3.849
1963,Brown-throated sloth,least_concern,8.992,62.815,5.879,3.766
1964,Brown-throated sloth,least_concern,7.903,61.081,6.094,4.469
1965,Brown-throated sloth,least_concern,8.296,63.226,4.898,3.56
1966,Brown-throated sloth,least_concern,7.506,60.74,5.082,2.679
1967,Brown-throated sloth,least_concern,6.884,62.007,6.118,3.937
1968,Brown-throated sloth,least_concern,7.531,61.926,8.1,6.357
1969,Brown-throated sloth,least_concern,6.435,61.048,5.402,3.203
1970,Brown-throated sloth,least_concern,10.089,60.475,6.749,5.37
1971,Brown-throated sloth,least_concern,7.514,63.249,6.286,5.464
1972,Brown-throated sloth,least_concern,8.889,59.931,5.655,3.696
1973,Brown-throated sloth,least_concern,8.984,62.353,5.563,4.416
1974,Brown-throated sloth,least_concern,6.849,59.064,6.32,3.482
1975,Brown-throated sloth,least_concern,8.214,60.91,4.163,3.905
1976,Brown-throated sloth,least_concern,7.085,61.983,7.115,5.04
1977,Brown-throated sloth,least_concern,7.587,59.495,7.239,6.703
1978,Brown-throated sloth,least_concern,8.515,60.887,7.106,4.127
1979,Brown-throated sloth,least_concern,8.705,61.86,5.94,4.248
1980,Brown-throated sloth,least_concern,8.512,60.922,6.093,4.505
1981,Brown-throated sloth,least_concern,6.884,61.147,6.512,3.441
1982,Brown-throated sloth,least_concern,6.957,59.818,6.073,4.356
1983,Brown-throated sloth,least_concern,6.657,61.813,5.888,7.677
1984,Brown-throated sloth,least_concern,8.218,59.74,6.185,3.992
1985,Brown-throated sloth,least_concern,8.016,62.628,5.632,2.882
1986,Brown-throated sloth,least_concern,6.503,62.455,5.995,4.863
1987,Brown-throated sloth,least_concern,8.298,61.919,7.34,4.316
1988,Brown-throated sloth,least_concern,6.761,62.306,5.535,5.575
1989,Brown-throated sloth,least_concern,7.144,60.358,7.071,5.263
1990,Brown-throated sloth,least_concern,6.544,60.367,4.881,3.259
1991,Brown-throated sloth,least_concern,9.006,61.08,7.244,3.008
1992,Brown-throated sloth,least_concern,6.445,60.66,6.678,6.067
1993,Brown-throated sloth,least_concern,8.649,60.329,6.296,4.001
1994,Brown-throated sloth,least_concern,6.878,61.718,5.779,4.403
1995,Brown-throated sloth,least_concern,6.726,60.372,5.291,3.86
1996,Brown-throated sloth,least_concern,8.389,61.23,6.626,3.688
1997,Brown-throated sloth,least_concern,5.768,60.699,3.535,5.835
